970,1791
111,883
222,1504
922,3618
7,4276
205,4727
212,8268
834,2102
46,3572
627,6184
112,217
639,1488
189,2345
833,1513
85,3589
19,4798
459,9669
512,2821
78,152
134,1465
431,822
474,6962
234,7205
582,99
685,4900
221,8400
893,7560
752,4314
304,3920
945,3625
510,71
708,7876
320,7109
973,5744
971,8866
20,6771
974,1001
421,4404
894,1076
492,4513
147,3050
470,4859
307,1793
371,7618
748,5266
728,2169
31,5016
265,2214
216,6436
283,9640
978,5409
951,7189
639,319
42,5983
157,9646
121,5587
804,2056
250,1566
60,6235
118,8379
244,2257
387,9389
381,7182
134,2214
461,8870
885,4578
223,6585
283,9267
111,348
708,9017
331,5461
376,9726
462,4451
61,9131
502,2455
476,5627
349,2931
310,4570
308,4157
240,5353
323,9007
289,97
998,3279
724,4448
706,6118
16,2021
189,4992
5,133
98,5887
882,8712
52,11
922,1827
474,8378
221,1970
337,3048
258,5026
207,2403
601,3080
627,7558
790,6786
203,368
219,2344
765,9920
165,7261
487,9440
606,984
9,3483
107,1370
872,4939
939,1787
934,6835
400,1414
733,3878
18,1469
771,6115
174,5002
270,2030
62,6788
704,5707
59,7370
894,473
741,4447
347,4185
811,4434
122,1658
221,5960
80,8899
662,2185
888,8924
960,916
416,8345
384,2623
584,5219
272,1775
323,3957
771,7248
494,2000
619,6897
469,140
542,656
117,9035
631,8893
820,1323
289,3102
428,3945
342,7279
903,9132
406,6099
837,4213
843,6363
824,7585
705,9746
152,4248
59,5283
251,3413
552,6295
828,3858
365,8431
284,3264
812,1178
54,1488
202,3011
804,4385
350,5595
792,4470
332,8462
165,7779
34,6420
507,2964
130,3191
921,3834
22,7676
940,8163
50,4448
702,4853
787,432
778,662
750,6677
428,9387
995,3770
638,7756
383,7675
308,5776
529,1804
489,1802
940,3203
530,207
435,2595
617,6978
36,5942
860,7518
867,8438
883,7136
191,824
65,8143
785,1685
106,6953
824,8374
131,5483
978,8556
598,4508
709,8634
252,2358
828,7999
765,6547
173,7491
164,3616
919,5342
206,896
264,7584
681,6480
213,944
224,6866
707,4132
68,7144
577,6009
631,2015
761,144
858,694
692,7525
695,5801
626,1517
312,4110
835,5692
62,4667
551,4513
342,8850
161,5662
726,939
635,2375
