586,766
44,272
867,17
511,540
736,609
587,421
893,662
111,990
712,539
700,811
525,148
654,215
632,799
336,511
904,612
888,719
456,922
106,638
514,631
144,256
165,931
358,848
269,506
779,904
593,340
156,623
655,707
883,805
276,840
85,326
800,563
386,592
309,437
325,483
425,59
962,797
441,969
647,143
85,513
11,591
955,223
348,306
459,850
541,110
233,417
356,897
113,79
873,418
701,412
514,130
178,386
435,678
65,457
891,204
809,263
962,48
609,504
199,234
547,29
110,541
276,868
862,542
617,932
553,983
315,732
684,623
875,295
982,136
192,461
