749,915
626,257
920,361
53,945
11,355
602,93
755,172
214,422
751,458
141,382
408,32
47,262
347,90
766,318
871,595
886,211
522,915
145,962
947,93
494,827
43,132
77,385
774,565
978,669
487,991
156,874
21,95
281,468
80,432
512,666
159,736
90,874
946,702
685,139
783,56
551,126
588,777
396,574
551,302
379,750
773,793
483,905
565,423
782,397
321,733
575,241
232,944
101,918
962,593
228,137
858,935
588,294
17,206
832,752
596,293
966,373
468,645
22,823
998,30
608,237
575,956
566,520
478,470
211,921
470,831
136,416
446,13
665,991
614,623
72,581
744,972
189,670
945,430
992,351
107,694
909,512
664,281
499,651
53,815
577,112
736,796
429,91
296,992
827,133
592,393
878,694
79,96
814,333
983,785
118,294
271,59
