277,7386
351,7039
800,3666
146,9207
169,9934
826,3600
683,6638
560,7981
454,6626
670,7367
198,8797
792,9277
651,2291
565,4916
385,4316
630,7887
996,3098
441,6619
449,4551
554,8033
587,6312
231,9631
633,510
999,8720
993,5915
766,6422
203,6065
679,3194
828,3862
15,7083
286,8292
50,2562
80,1533
620,7014
783,5547
46,843
449,805
266,2022
833,942
909,9435
916,5112
1,55
183,2598
444,9114
307,1119
584,7996
334,6829
712,1408
79,2373
795,9493
478,3762
232,5545
878,6410
903,441
663,9938
192,2564
852,1885
810,8542
246,3696
361,1407
51,5169
333,9899
263,109
844,5325
981,520
171,1356
890,47
470,2064
214,8042
609,6013
199,3374
298,5774
948,2079
358,3901
692,9778
260,3519
1,3792
498,6845
20,6518
50,5724
149,8921
368,5614
622,2984
827,9266
222,9450
845,2886
181,3478
585,3293
777,5857
576,8603
364,3393
656,1836
999,1024
74,7669
288,3181
590,7891
11,7949
717,7136
352,7199
499,420
257,3884
183,5367
589,1917
744,5940
14,4951
926,5290
228,6881
729,2780
780,8966
922,2616
456,7062
837,5845
660,6919
359,469
858,3129
146,7242
811,1430
154,437
467,5320
83,7913
127,1893
529,5582
78,5350
836,1154
697,549
766,3546
929,8596
10,3798
723,7435
866,6706
146,297
453,2600
721,6444
851,3811
763,6123
423,383
305,2240
680,2348
999,8291
619,770
284,5346
249,7790
829,2381
977,9114
277,7117
201,2282
418,5684
70,4514
638,7056
606,9750
769,6666
894,2794
800,539
885,4824
12,2989
196,4575
89,4575
352,8296
753,2019
462,1044
789,690
25,3986
311,8319
83,8813
519,328
886,1585
280,9432
654,1790
694,3882
117,9093
943,1977
346,4351
627,4562
103,3773
561,2155
357,842
807,3085
926,8477
925,8012
855,9435
135,3927
104,2345
190,6203
793,4319
737,962
899,344
13,2280
241,1669
494,6686
465,6065
921,3720
922,3183
864,5570
403,976
592,6671
454,2801
139,5345
400,7986
317,5925
629,7425
765,4245
764,8724
122,3313
901,4773
367,3080
59,7527
188,1776
978,6263
