54,5017
736,1299
126,4248
944,7133
111,5936
15,292
496,1362
1000,7919
833,996
402,3250
98,8229
91,3264
6,4169
393,6112
78,6480
260,5563
275,1447
687,3888
267,5370
925,6996
773,8580
632,2041
279,6965
308,8026
564,3774
370,8064
292,8988
505,1076
211,8735
615,4162
467,1974
278,2070
493,3977
137,7253
627,6339
933,9675
961,6730
437,7276
314,8379
429,8585
207,8887
728,2834
370,9364
725,8034
209,2177
756,8859
565,2331
151,9263
994,2341
59,6152
369,8727
222,1781
81,2517
202,3137
157,5114
535,3041
519,4114
760,5914
449,4481
267,237
636,6483
252,5440
2,3377
851,427
549,6476
161,6683
91,3834
234,5590
769,7626
68,7196
868,7541
447,7270
270,9155
428,1533
357,4007
903,7466
64,8505
825,8246
547,3710
158,8045
931,6693
166,259
579,2224
279,371
675,7773
847,4912
402,9425
319,3674
106,4320
475,2224
282,7371
382,3612
322,2614
458,9743
463,1348
877,6713
30,50
847,8133
789,4478
624,4607
781,5282
294,2099
900,6928
620,1827
31,3643
599,7189
532,3679
170,807
845,479
65,4656
721,8985
434,6900
116,6552
95,5475
511,4038
880,2014
298,1580
62,8807
710,3607
34,2757
999,6968
468,2209
22,4777
360,3664
589,6135
994,5484
636,6688
194,2449
457,6155
211,7906
355,7758
645,6693
47,9423
730,9298
83,123
118,6947
328,925
743,5480
414,4076
836,8970
87,1011
642,5017
901,5086
746,9189
895,174
174,8517
86,4761
890,1128
831,6929
335,6134
889,7919
602,3409
429,6156
404,5805
846,4748
714,1034
542,3175
533,1994
912,469
252,1619
276,678
317,1810
572,1243
314,2378
582,4980
992,232
234,8695
971,9636
603,8985
630,2262
210,6397
527,6130
182,3014
278,5650
200,4971
893,6239
467,2518
499,1772
129,8184
227,3951
912,9149
242,5164
939,5143
38,7215
989,7450
913,9862
672,1219
901,3417
651,5846
777,1527
867,9602
794,4846
456,5235
333,8759
784,4052
904,3035
265,5935
432,7414
552,51
677,2919
151,3521
18,2096
834,9459
873,1425
658,3656
468,9803
59,6832
557,2451
824,7473
502,5926
287,8532
181,7059
998,5279
175,1706
988,8560
678,4383
117,6178
653,3130
989,4351
584,8190
958,5667
568,2196
157,4264
348,8131
342,451
131,6222
976,7723
766,8443
946,4689
139,5115
421,1616
283,2331
180,8787
749,518
477,8253
180,4261
947,6953
451,8676
301,4206
649,9425
710,8414
952,1764
807,9420
319,4902
218,1528
207,719
549,1513
610,3744
22,1909
567,3929
830,2720
290,9465
590,5198
177,8160
678,1639
146,4258
661,7318
576,122
242,7037
236,7128
49,7737
495,25
65,5102
461,7793
962,5839
646,1688
451,716
55,6894
250,792
205,780
397,8885
225,5593
845,2255
399,165
227,4674
329,7429
195,5416
808,5068
740,9907
610,3795
345,4915
527,3317
66,6421
317,7129
379,6937
52,9788
582,8814
844,4298
557,3116
834,6697
399,2589
450,9395
964,9560
766,8222
172,3452
772,41
529,7094
21,725
181,9871
898,621
421,3110
697,2084
293,5557
422,4058
710,7233
301,186
730,995
643,5811
80,8703
724,6257
907,8190
158,2759
605,6124
717,5516
617,6495
856,4783
909,4882
473,3911
318,8350
450,8956
478,2836
955,7868
688,8025
608,315
132,1070
14,7658
838,5051
318,4322
113,8152
514,3997
217,4184
597,3826
958,4386
1000,8011
196,1949
782,5812
183,8791
640,5475
900,2370
565,942
555,5819
217,1357
721,5433
903,9565
394,1759
801,7374
163,2558
260,9658
956,2554
473,4867
412,8406
277,6487
680,5038
2,3042
36,6322
966,2817
850,8026
569,4254
199,7083
373,6893
90,6068
366,6930
169,6117
248,4588
708,2941
368,4594
522,3533
779,6697
858,7423
282,3231
666,8205
663,8279
35,511
233,4625
734,4085
387,3029
831,1468
836,2508
584,5937
511,619
361,3680
722,9277
690,4727
451,8572
883,9692
695,892
163,2375
332,8852
636,4013
526,6202
608,619
967,6889
413,6523
783,7058
779,5254
732,8668
495,8310
826,1353
568,3607
259,551
558,7193
362,8799
578,3204
130,5469
849,5145
3,4493
138,577
452,7358
807,3845
908,4342
792,889
554,8018
994,7445
981,5272
