629,9449
495,1402
852,4349
715,9200
847,2077
218,326
104,2315
790,8189
952,4656
635,181
50,9782
596,5971
397,9475
471,7006
847,1743
458,8707
57,7670
425,8425
467,2009
198,6559
996,3551
347,8897
389,2121
550,5321
963,2836
633,4306
840,7655
422,1863
461,2683
516,7770
70,7178
872,9537
850,1825
194,1899
605,3919
939,6849
388,6992
48,2919
500,867
990,2049
535,1654
122,5186
636,2307
363,4752
554,4484
783,3908
944,627
302,6861
668,7516
215,5588
159,9891
438,6106
634,4450
462,557
319,7659
800,6601
5,4972
792,7340
321,384
505,2226
766,6466
141,2623
458,4764
258,8331
572,9789
892,263
869,777
491,2014
986,7563
257,2550
907,8374
146,5478
627,8841
240,9009
589,6016
178,2721
135,3031
33,9231
422,1754
143,9743
406,5815
540,7464
843,6453
534,9008
329,878
292,8919
356,7816
879,9610
365,3457
838,3544
282,7784
524,9937
393,8889
968,1162
904,1168
969,2764
348,8735
900,8669
933,3690
572,6518
378,9904
676,5843
726,7092
971,4650
774,8937
221,6275
509,8236
418,9414
543,1355
790,5745
726,3220
437,7704
460,8936
712,5335
454,1838
919,4868
97,4883
941,1455
197,9919
931,4379
898,260
290,2374
362,4960
849,3812
101,2817
374,8650
67,2520
781,1254
98,134
939,2604
892,5555
421,8908
